Depth	Taxa_id	Taxonomic_Tree	kraken_mean
Phylum	74201	Bacteria|Verrucomicrobiota	6.45967692845285E-05
Phylum	74201	Bacteria|Verrucomicrobiota	3.28678018716139E-05
Phylum	74201	Bacteria|Verrucomicrobiota	8.78553066911155E-05
Phylum	74201	Bacteria|Verrucomicrobiota	4.19848535622316E-05
Phylum	74201	Bacteria|Verrucomicrobiota	1.52256147766397E-05
Phylum	74201	Bacteria|Verrucomicrobiota	6.98435700348282E-05
Phylum	74201	Bacteria|Verrucomicrobiota	4.49406948695189E-05
Phylum	74201	Bacteria|Verrucomicrobiota	2.76308661894305E-05
Phylum	74201	Bacteria|Verrucomicrobiota	3.41107396367139E-05
Phylum	74201	Bacteria|Verrucomicrobiota	5.94683288000027E-06
Phylum	74201	Bacteria|Verrucomicrobiota	0.000139729880277895
Phylum	74201	Bacteria|Verrucomicrobiota	6.9533434905461E-05
Phylum	203691	Bacteria|Spirochaetota	2.10230938303488E-05
Phylum	203691	Bacteria|Spirochaetota	1.52221158133908E-05
Phylum	203691	Bacteria|Spirochaetota	1.91203159538766E-05
Phylum	203691	Bacteria|Spirochaetota	1.63625470709249E-05
Phylum	203691	Bacteria|Spirochaetota	1.37601241745746E-05
Phylum	203691	Bacteria|Spirochaetota	4.67560354334706E-06
Phylum	203691	Bacteria|Spirochaetota	1.06445552156883E-05
Phylum	203691	Bacteria|Spirochaetota	8.29140022446375E-06
Phylum	203691	Bacteria|Spirochaetota	6.9590033202596E-06
Phylum	203691	Bacteria|Spirochaetota	5.50680124371106E-06
Phylum	203691	Bacteria|Spirochaetota	9.46718673079108E-06
Phylum	203691	Bacteria|Spirochaetota	3.06191538231851E-05
Phylum	203691	Bacteria|Spirochaetota	1.5879657710585E-05
Phylum	203691	Bacteria|Spirochaetota	3.58378926681993E-06
Phylum	203691	Bacteria|Spirochaetota	9.06133250816602E-06
Phylum	203691	Bacteria|Spirochaetota	1.05401895965401E-05
Phylum	203691	Bacteria|Spirochaetota	6.16007609988914E-06
Phylum	203691	Bacteria|Spirochaetota	3.11859095526451E-06
Phylum	203691	Bacteria|Spirochaetota	2.16155014024343E-06
Phylum	203691	Bacteria|Spirochaetota	3.21965749927454E-06
Phylum	203691	Bacteria|Spirochaetota	9.16531831557382E-06
Phylum	203691	Bacteria|Spirochaetota	7.86957111705379E-06
Phylum	203691	Bacteria|Spirochaetota	2.01882740399331E-05
Phylum	203691	Bacteria|Spirochaetota	4.46942383099247E-06
Phylum	203691	Bacteria|Spirochaetota	3.35395411993766E-06
Phylum	203691	Bacteria|Spirochaetota	5.83706445431366E-06
Phylum	203691	Bacteria|Spirochaetota	4.93154826080937E-06
Phylum	203691	Bacteria|Spirochaetota	8.26762450854609E-06
Phylum	203691	Bacteria|Spirochaetota	3.67722268273523E-06
Phylum	203691	Bacteria|Spirochaetota	3.21674194205057E-06
Phylum	203691	Bacteria|Spirochaetota	6.6623783640711E-06
Phylum	203691	Bacteria|Spirochaetota	5.46590197739073E-06
Phylum	203691	Bacteria|Spirochaetota	5.46422842859222E-06
Phylum	203691	Bacteria|Spirochaetota	2.36853362074889E-05
Phylum	203691	Bacteria|Spirochaetota	3.47493225025182E-06
Phylum	203691	Bacteria|Spirochaetota	7.78398489256329E-06
Phylum	203691	Bacteria|Spirochaetota	2.30593297634337E-06
Phylum	203691	Bacteria|Spirochaetota	1.44542082463695E-06
Phylum	203691	Bacteria|Spirochaetota	1.3596566180974E-05
Phylum	203691	Bacteria|Spirochaetota	8.72292139973561E-06
Phylum	203691	Bacteria|Spirochaetota	1.97452213224043E-05
Phylum	203691	Bacteria|Spirochaetota	1.25818492601462E-05
Phylum	203691	Bacteria|Spirochaetota	9.28130208482257E-06
Phylum	203691	Bacteria|Spirochaetota	4.54027316424298E-06
Phylum	203691	Bacteria|Spirochaetota	1.26656608259822E-05
Phylum	203691	Bacteria|Spirochaetota	1.8588481585424E-05
Phylum	203691	Bacteria|Spirochaetota	7.05816853137205E-06
Phylum	203691	Bacteria|Spirochaetota	4.95074077226927E-06
Phylum	203691	Bacteria|Spirochaetota	9.97075657939237E-06
Phylum	203691	Bacteria|Spirochaetota	4.71916013748839E-06
Phylum	203691	Bacteria|Spirochaetota	2.50365988131025E-05
Phylum	203691	Bacteria|Spirochaetota	1.68649589910388E-06
Phylum	203691	Bacteria|Spirochaetota	3.56809972800016E-06
Phylum	203691	Bacteria|Spirochaetota	1.550873062099E-05
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.0247594056253057
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.016460679180403
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.0165829081881829
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.0118419678885714
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.00535294094022665
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.00789834338104744
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.00285347614445759
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.00895706859335887
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.00638474585987217
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.00704296750356987
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.0448849395787736
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.00189338555445227
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.00517632000623203
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.00607446741544304
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.0201861466290161
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.00291306096087946
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.0132009469648233
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.0147204120720046
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.00184128675244462
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.00898774458959753
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.00587693838649764
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.00198745846869913
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.000869468474618577
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.00312522765682586
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.00435844070855006
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.00789633300788957
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.00705317115620074
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.00133982601416154
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.00179839682218213
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.00634126468849455
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.0145934311607464
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.0132161732491485
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.00169301671413252
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.0113199393774779
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.0018135275961642
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.000654492217712572
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.00582194984738166
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.00329877311874758
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.00318083638679077
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.00494845043129759
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.00271707664287477
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.00913102448461363
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.00509462087896806
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.00435451354820155
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.00348139948826057
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.0163203499530755
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.00654769650459663
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.00468861943232586
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.00137931789872839
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.00475080031923705
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.00520011520339019
Class	526524	Bacteria|Bacillota|Erysipelotrichia	0.00384444463160622
Class	117743	Bacteria|Bacteroidota|Flavobacteriia	3.13435217107019E-06
Class	117743	Bacteria|Bacteroidota|Flavobacteriia	1.36573685384833E-06
Class	117743	Bacteria|Bacteroidota|Flavobacteriia	3.96733507223136E-06
Class	117743	Bacteria|Bacteroidota|Flavobacteriia	2.87729448821357E-06
Class	117743	Bacteria|Bacteroidota|Flavobacteriia	2.07285005611594E-06
Class	117743	Bacteria|Bacteroidota|Flavobacteriia	2.88391128587335E-06
Class	117743	Bacteria|Bacteroidota|Flavobacteriia	2.38275053814421E-06
Class	117743	Bacteria|Bacteroidota|Flavobacteriia	2.87280149072281E-06
Class	117743	Bacteria|Bacteroidota|Flavobacteriia	8.36463099430369E-06
Class	117743	Bacteria|Bacteroidota|Flavobacteriia	6.03969887282932E-06
Class	117743	Bacteria|Bacteroidota|Flavobacteriia	1.55729067099361E-06
Class	117743	Bacteria|Bacteroidota|Flavobacteriia	2.63806709918689E-06
Class	117743	Bacteria|Bacteroidota|Flavobacteriia	2.90774102873984E-06
Class	117743	Bacteria|Bacteroidota|Flavobacteriia	5.36768914638615E-06
Class	117743	Bacteria|Bacteroidota|Flavobacteriia	2.59689482642385E-06
Class	117743	Bacteria|Bacteroidota|Flavobacteriia	2.4255707429835E-06
Class	117743	Bacteria|Bacteroidota|Flavobacteriia	2.1157749280947E-06
Class	117743	Bacteria|Bacteroidota|Flavobacteriia	2.19885075329444E-06
Class	117743	Bacteria|Bacteroidota|Flavobacteriia	3.81565316905952E-06
Class	117743	Bacteria|Bacteroidota|Flavobacteriia	2.37822552474829E-06
Class	117743	Bacteria|Bacteroidota|Flavobacteriia	1.58871510944416E-06
Class	117743	Bacteria|Bacteroidota|Flavobacteriia	2.44342232971269E-06
Class	117743	Bacteria|Bacteroidota|Flavobacteriia	2.46577413040468E-06
Class	117743	Bacteria|Bacteroidota|Flavobacteriia	1.45309764089598E-06
Class	117743	Bacteria|Bacteroidota|Flavobacteriia	1.1612282156006E-06
Class	117743	Bacteria|Bacteroidota|Flavobacteriia	1.69530994243206E-06
Class	117743	Bacteria|Bacteroidota|Flavobacteriia	5.90578224100371E-06
Class	117743	Bacteria|Bacteroidota|Flavobacteriia	4.18468837588143E-06
Class	117743	Bacteria|Bacteroidota|Flavobacteriia	3.65963468829468E-06
