Name	Depth	Clade	Quantity	Status
Wansuia	Genus	2944198	0.009597300116287358	HEALTY
Anaeromassilibacillus	Genus	1924093	0.014241599966521752	HEALTY
Catenibacillus	Genus	2316203	0.0029349000056306486	HEALTY
Hydrogeniiclostridium	Genus	2764317	0.007345099847266745	HEALTY
Enterocloster	Genus	2719313	0.08062170041857528	HEALTY
Lachnoclostridium	Genus	1506553	0.06286230103032384	HEALTY
Jutongia	Genus	2944194	0.013283599678477658	HEALTY
Bittarella	Genus	1929297	0.0024284000160678357	HEALTY
Intestinibacillus	Genus	1928820	0.0019536999694359423	HEALTY
Holdemania	Genus	61170	0.011059000074000408	HEALTY
Actinomyces	Genus	1654	0.01215460011652612	HEALTY
Escherichia	Genus	561	0.1152856010214132	HEALTY
Longicatena	Genus	1918536	0.005733200201535206	HEALTY
Phascolarctobacterium	Genus	33024	0.15315560092511293	HEALTY
Schaalia	Genus	2529408	0.012431300032771314	HEALTY
Massiliimalia	Genus	2895461	0.002556099989448387	HEALTY
Hungatella	Genus	1649459	0.02429430134102716	HEALTY
Gemella	Genus	1378	0.0012799000196788658	HEALTY
Massilioclostridium	Genus	1935927	0.0042912999926397995	HEALTY
Neobittarella	Genus	2126544	0.001861699986480231	HEALTY
Anaerofustis	Genus	264995	0.0014398000490205985	HEALTY
Dielma	Genus	1472649	0.0013972000288114924	HEALTY
Leuconostoc	Genus	1243	0.0018221999863640703	HEALTY
Eisenbergiella	Genus	1432051	0.04962349988071462	HEALTY
Bifidobacterium_bifidum	Species	1681	0.744144106885044	HEALTY
Bifidobacterium_pseudocatenulatum	Species	28026	0.13268210525874907	HEALTY
Evtepia_gabavorous	Species	2211183	0.13673460150626568	HEALTY
Sellimonas_intestinalis	Species	1653434	0.06622400111439349	HEALTY
Dialister_invisus	Species	218538	0.5766395016704566	HEALTY
Eggerthella_lenta	Species	84112	0.12344090007183979	HEALTY
Prevotella_marseillensis	Species	2479840	0.2923311886077686	HEALTY
Blautia_stercoris	Species	871664	0.006530900308637547	HEALTY
Mediterraneibacter_glycyrrhizinilyticus	Species	342942	0.02692339997402959	HEALTY
Lentihominibacter_faecis	Species	2764712	0.07545770189248077	HEALTY
Ruthenibacterium_lactatiformans	Species	1550024	0.18639970103285367	HEALTY
Gordonibacter_urolithinfaciens	Species	1335613	0.022666900816660812	HEALTY
Flavonifractor_plautii	Species	292800	0.13677930016348294	HEALTY
Bacteroides_fragilis	Species	817	0.14420029944209248	HEALTY
Clostridia_bacterium_UC5_1_1D1	Species	1697794	0.01509249999133854	HEALTY
Blautia_caecimuris	Species	1796615	0.05935479990320946	HEALTY
Massilimicrobiota_timonensis	Species	1776392	0.017101499477022383	HEALTY
Zhenpiania_hominis	Species	2763644	0.02358510021391183	HEALTY
Anaerostipes_caccae	Species	105841	0.0041445000233778185	HEALTY
Christensenella_hongkongensis	Species	270498	0.0025338000906779457	HEALTY
Wansuia_hejianensis	Species	2763667	0.009597300116287358	HEALTY
Anaeromassilibacillus_senegalensis	Species	1673717	0.014241599966521752	HEALTY
Catenibacillus_scindens	Species	673271	0.0029349000056306486	HEALTY
Hydrogeniiclostridium_mannosilyticum	Species	2764322	0.007345099847266745	HEALTY
Blautia_producta	Species	33035	0.005405600149864043	HEALTY
Enterocloster_hominis	Species	2763663	0.03027070023322262	HEALTY
Clostridium_scindens	Species	29347	0.03231930072263381	HEALTY
Jutongia_hominis	Species	2763664	0.013005599676771031	HEALTY
Roseburia_hominis	Species	301301	0.13284469955962627	HEALTY
Clostridium_innocuum	Species	1522	0.0656188026576526	HEALTY
Bittarella_massiliensis	Species	1720313	0.0024284000160678357	HEALTY
