Depth	Taxaid	Taxonomic Tree	MetaPhlAn Average	Kraken Average
Species	1816694	Bacteria|Firmicutes|Clostridia|Eubacteriales|Clostridiaceae|Clostridium|Clostridium_sp_Marseille_P2538	0.0001512999960461589	0	0.0001512999960461589
Species	28447	Bacteria|Actinobacteria|Actinomycetia|Micrococcales|Microbacteriaceae|Clavibacter|Clavibacter_michiganensis	0.00552039988134776	0	0.00552039988134776
Species	1470347	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes|Alistipes_ihumii	0.0017836999806188922	0.00026344437613039684	0.0015202556044884954
Species	29466	Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Veillonella|Veillonella_parvula	0.001033699983694458	0.0011724550840808675	-0.00013875510038640943
Species	1497955	Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriales_unclassified|Eubacteriales_unclassified|Clostridiales_bacterium_KA00274	3.090000070018888e-05	0	3.090000070018888e-05
Species	4932	Eukaryota|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycetaceae|Saccharomyces|Saccharomyces_cerevisiae	9.580000200405154e-05	0	9.580000200405154e-05
Species	57732	Bacteria|Firmicutes|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus_asini	8.200000382512174e-06	0	8.200000382512174e-06
Species	2003188	Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales|Atopobiaceae|Parolsenella|Parolsenella_catena	1.8600000528127833e-05	1.1172990763764947e-05	7.4270097643628855e-06
Species	1694	Bacteria|Actinobacteria|Actinomycetia|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium_pseudolongum	0.0012879999886803927	4.962622801164634e-06	0.001283037365879228
Species	2724150	Bacteria|Bacillota|Clostridia|Eubacteriales|Peptostreptococcaceae|Romboutsia|sp. CE17	0	0.00015196968909395012	-0.00015196968909395012
Species	28132	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|melaninogenica	0	0.00034460452731287217	-0.00034460452731287217
Species	556259	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|sp. D2	0	0.0009488818374272561	-0.0009488818374272561
Species	1680	Bacteria|Actinobacteria|Actinomycetia|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium_adolescentis	0.005410199941214515	0.0005889357161976406	0.0048212642250168745
Species	1750560	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Tannerellaceae|Parabacteroides|Parabacteroides_massiliensis	0.0007468000335195307	0	0.0007468000335195307
Species	1499973	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia_marmotae	2.6999999579425257e-05	0	2.6999999579425257e-05
Species	1244	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Leuconostoc|Leuconostoc_gelidum	6.920000380427791e-05	0	6.920000380427791e-05
Species	871665	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Blautia|Blautia_faecis	0.0008796999904414643	0	0.0008796999904414643
Species	2763654	Bacteria|Firmicutes|Clostridia|Eubacteriales|Christensenellaceae|Luoshenia|Luoshenia_tenuis	8.99999977043667e-07	0	8.99999977043667e-07
Species	43765	Bacteria|Actinomycetota|Actinomycetes|Mycobacteriales|Corynebacteriaceae|Corynebacterium|amycolatum	0	2.816617366474029e-06	-2.816617366474029e-06
Species	297	Bacteria|Proteobacteria|Hydrogenophilalia|Hydrogenophilales|Hydrogenophilaceae|Hydrogenophilus|Hydrogenophilus_thermoluteolus	0.00040080002756412664	3.0702253473489767e-06	0.00039772980221677764
Species	113287	Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriaceae|Pseudoramibacter|Pseudoramibacter_alactolyticus	2.3999999789075645e-06	0	2.3999999789075645e-06
Species	2763669	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Qiania|Qiania_dongpingensis	3.400000022478547e-05	0	3.400000022478547e-05
Species	847	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Oxalobacter|Oxalobacter_formigenes	0.000980000032812063	2.3763873756434077e-05	0.0009562361590556289
Species	2682455	Bacteria|Bacillota|Negativicutes|Veillonellales|Veillonellaceae|Veillonella|sp. S12025-13	0	3.09951241238454e-05	-3.09951241238454e-05
Species	460384	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Enterocloster|Enterocloster_lavalensis	1.4700000649179396e-05	0	1.4700000649179396e-05
Species	2292206	Bacteria|Firmicutes|Clostridia|Eubacteriales|Clostridiaceae|Clostridium|Clostridium_sp_AF27_2AA	2.5999999717492403e-05	0	2.5999999717492403e-05
Species	33039	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Mediterraneibacter|Ruminococcus_torques	0.0004851999947279736	0.0028246965405783315	-0.002339496545850358
Species	739	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Aggregatibacter|Aggregatibacter_segnis	2.5300000529253702e-05	0	2.5300000529253702e-05
Species	1504822	Bacteria|Bacteria_unclassified|Bacteria_unclassified|Bacteria_unclassified|Bacteria_unclassified|Bacteria_unclassified|bacterium_OL_1	0.00011569999704883585	0	0.00011569999704883585
Species	39777	Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Veillonella|Veillonella_atypica	0.00047289999254049455	0.0005779895881905004	-0.00010508959565000588
Species	178339	Bacteria|Actinobacteria|Actinomycetia|Actinomycetales|Actinomycetaceae|Pauljensenia|Pauljensenia_hongkongensis	1.9600000979683645e-05	0	1.9600000979683645e-05
Species	1871019	Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales|Coriobacteriaceae|Enorma|Enorma_phocaeensis	6.400000109062378e-06	0	6.400000109062378e-06
Species	2763671	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Jingyaoa|Jingyaoa_shaoxingensis	0.00012089999712704972	0	0.00012089999712704972
Species	47715	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lacticaseibacillus|Lacticaseibacillus_rhamnosus	0.000179200003748706	0	0.000179200003748706
Species	301302	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Roseburia|Roseburia_faecis	5.71999993784833e-05	0	5.71999993784833e-05
Species	1965542	Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriaceae|Eubacterium|Eubacterium_sp_An11	0.0023923000500448073	0	0.0023923000500448073
Species	736	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus|Haemophilus_paraphrohaemolyticus	3.7000000135211996e-05	0	3.7000000135211996e-05
Species	28116	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides_ovatus	0.007797999915269454	0.016199673935831473	-0.008401674020562019
Species	333367	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Enterocloster|Enterocloster_asparagiformis	6.280000277336504e-05	0.00045917021940833	-0.00039637021663496496
Species	33069	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|viridiflava	0	2.9775736806987805e-06	-2.9775736806987805e-06
Species	2682456	Bacteria|Bacillota|Negativicutes|Veillonellales|Veillonellaceae|Veillonella|nakazawae	0	4.93426495658655e-05	-4.93426495658655e-05
Species	587	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Providencia|Providencia_rettgeri	0.00010209999562256006	0	0.00010209999562256006
Species	2093857	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Dysosmobacter|Dysosmobacter_welbionis	0.0012706999861929844	0.000980699339043866	0.0002900006471491185
Species	1177574	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|jejuni	0	9.40062547763472e-05	-9.40062547763472e-05
Species	172901	Bacteria|Lentisphaerae|Lentisphaeria|Victivallales|Victivallaceae|Victivallis|Victivallis_vadensis	0.00037109999596774735	0	0.00037109999596774735
Species	712888	Bacteria|Actinobacteria|Actinomycetia|Actinomycetales|Actinomycetaceae|Actinobaculum|Actinobaculum_sp_oral_taxon_183	3.570000074681253e-05	0	3.570000074681253e-05
Species	39490	Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriaceae|Eubacterium|Eubacterium_ramulus	0.0002855999968967627	0	0.0002855999968967627
Species	376175	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Sphaerotilaceae|Caldimonas|Schlegelella aquatica	0	1.4449597798093121e-05	-1.4449597798093121e-05
Species	54005	Bacteria|Firmicutes|Tissierellia|Tissierellales|Peptoniphilaceae|Peptoniphilus|Peptoniphilus_harei	6.0300001261422846e-05	0	6.0300001261422846e-05
Species	1247	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Oenococcus|Oenococcus_oeni	3.400000161570281e-06	0	3.400000161570281e-06
Species	544645	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Odoribacteraceae|Butyricimonas|Butyricimonas_virosa	0.00020599999776167063	0.0005844835345988816	-0.00037848353683721096
Species	1632013	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Drancourtella|Drancourtella_massiliensis	0.00114700008694969	0	0.00114700008694969
Species	288000	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Nitrobacteraceae|Bradyrhizobium|sp. BTAi1	0	1.5289807377550486e-06	-1.5289807377550486e-06
Species	34073	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Comamonadaceae|Variovorax|paradoxus	0	1.0861054473406027e-05	-1.0861054473406027e-05
Species	165179	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Prevotellaceae|Segatella|Segatella_brasiliensis	0.006152399933150011	0.0023899991410408876	0.003762400792109123
Species	1917868	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Blautia|Blautia_marasmi	3.5199998287860416e-05	0	3.5199998287860416e-05
Species	2292190	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes|Alistipes_sp_AF17_16	0.0006799999926113399	0	0.0006799999926113399
Species	329	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Ralstonia|pickettii	0	4.055171774665958e-06	-4.055171774665958e-06
Species	40214	Bacteria|Pseudomonadota|Gammaproteobacteria|Moraxellales|Moraxellaceae|Acinetobacter|johnsonii	0	2.033257456248596e-05	-2.033257456248596e-05
Species	51123	Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriales_Family_XIII_Incertae_Sedis|Eubacteriales_Family_XIII_Incertae_Sedis_unclassified|Eubacterium_saphenum	2.5999999527355993e-06	0	2.5999999527355993e-06
Species	1512	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Lachnoclostridium|Clostridium_symbiosum	7.920000349761961e-05	0	7.920000349761961e-05
Species	2823317	Bacteria|Bacillota|Negativicutes|Acidaminococcales|Acidaminococcaceae|Phascolarctobacterium|sp. Marseille-Q4147	0	1.658933907817892e-05	-1.658933907817892e-05
Species	105612	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Dellaglioa|Dellaglioa_algida	8.520000468387975e-05	0	8.520000468387975e-05
Species	2126740	Bacteria|Firmicutes|Clostridia|Eubacteriales|Clostridiaceae|Clostridium|Clostridium_fessum	0.0014147999846272404	0	0.0014147999846272404
Species	1723384	Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriales_unclassified|Fenollaria|Fenollaria_timonensis	2.149999927759466e-05	0	2.149999927759466e-05
Species	1499683	Bacteria|Firmicutes|Clostridia|Eubacteriales|Clostridiaceae|Clostridium|Clostridium_culturomicium	8.729999750856562e-05	0	8.729999750856562e-05
Species	820	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides_uniformis	0.06103319933683299	0.05453420524630901	0.006498994090523978
Species	162156	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|uncultured Bacteroides sp.	0	0.007279004977680817	-0.007279004977680817
Species	2933797	Bacteria|Actinomycetota|Actinomycetes|Geodermatophilales|Geodermatophilaceae|Blastococcus|sp. PRF04-17	0	3.192166348670566e-06	-3.192166348670566e-06
Species	2946593	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Oxalobacter|aliiformigenes	0	1.1881936878217038e-05	-1.1881936878217038e-05
Species	33033	Bacteria|Firmicutes|Tissierellia|Tissierellales|Peptoniphilaceae|Parvimonas|Parvimonas_micra	0.0001630000034098163	0	0.0001630000034098163
Species	2486576	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Absicoccus|Absicoccus_porci	0.008246600030136194	0	0.008246600030136194
Species	80866	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Comamonadaceae|Delftia|acidovorans	0	3.176078592745366e-06	-3.176078592745366e-06
Species	713054	Bacteria|Candidatus_Saccharibacteria|Candidatus_Saccharibacteria_unclassified|Candidatus_Saccharibacteria_unclassified|Candidatus_Saccharibacteria_unclassified|Candidatus_Saccharibacteria_unclassified|TM7_phylum_sp_oral_taxon_352	2.079999977399392e-05	0	2.079999977399392e-05
Species	2842456	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Ralstonia|wenshanensis	0	4.8417500475285855e-06	-4.8417500475285855e-06
Species	39778	Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Veillonella|Veillonella_dispar	1.9199999697139977e-05	3.136377610336049e-05	-1.2163776406220513e-05
Species	35517	Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriales_Family_XIII_Incertae_Sedis|Eubacteriales_Family_XIII_Incertae_Sedis_unclassified|Eubacterium_brachy	9.500000198731626e-06	0	9.500000198731626e-06
Species	208479	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Enterocloster|Enterocloster_bolteae	0.004794099794457544	0.0005386288999161203	0.0042554708945414235
Species	28111	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides_eggerthii	0.0007133999922484263	0.004170162834430087	-0.003456762842181661
Species	1581061	Bacteria|Firmicutes|Bacilli|Lactobacillales|Aerococcaceae|Abiotrophia|Abiotrophia_sp_HMSC24B09	8.259999849844636e-05	0	8.259999849844636e-05
Species	2015901	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Massilicoli|Massilicoli_timonensis	0.00025000000709849237	0	0.00025000000709849237
Species	2763657	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Congzhengia|Congzhengia_minquanensis	0.0017055999814675018	0	0.0017055999814675018
Species	2025884	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Aggregatibacter|Aggregatibacter_kilianii	5.199999905471199e-06	0	5.199999905471199e-06
Species	2714355	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Vescimonas|Vescimonas_coprocola	0.00010959999880912181	0.000425254237292942	-0.00031565423848382016
Species	386414	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella_timonensis	0.00011760000266479651	0	0.00011760000266479651
Species	1528099	Bacteria|Actinobacteria|Actinomycetia|Corynebacteriales|Lawsonellaceae|Lawsonella|Lawsonella_clevelandensis	3.859999929830544e-05	4.236531291587512e-06	3.436346800671793e-05
Species	2830657	Bacteria|Firmicutes|Clostridia|Eubacteriales|Clostridiaceae|Clostridiaceae_unclassified|Clostridiaceae_bacterium_Marseille_Q4143	0.0006880999925233278	0	0.0006880999925233278
Species	358743	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Enterocloster|Enterocloster_citroniae	7.999999771689862e-07	0	7.999999771689862e-07
Species	626934	Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Slackia|Slackia_piriformis	0.0015088999227223922	0	0.0015088999227223922
Species	2883268	Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriales_unclassified|Colidextribacter|Colidextribacter_sp_210702_DFI_3_9	1.5399999306908052e-05	0	1.5399999306908052e-05
Species	1547448	Bacteria|Actinobacteria|Actinomycetia|Propionibacteriales|Propionibacteriaceae|Arachnia|Arachnia_rubra	5.40000033676678e-05	0	5.40000033676678e-05
Species	281920	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas_uenonis	3.790000085880773e-05	0	3.790000085880773e-05
Species	2086585	Bacteria|Firmicutes|Clostridia|Eubacteriales|Christensenellaceae|Christensenella|Christensenella_sp_Marseille_P3954	1.6100000457142907e-05	1.823409406370777e-05	-2.134093606564862e-06
Species	1472417	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Odoribacteraceae|Butyricimonas|Butyricimonas_paravirosa	5.6599999385002696e-05	0.00015591142949030376	-9.931143010530106e-05
Species	2292363	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Tannerellaceae|Parabacteroides|Parabacteroides_sp_TM07_1AC	5.010000224869911e-05	0	5.010000224869911e-05
Species	113107	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus_australis	3.9599998302187835e-05	0	3.9599998302187835e-05
Species	2801997	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|herbatica	0	0.00012213723659780615	-0.00012213723659780615
Species	1871024	Bacteria|Firmicutes|Clostridia|Eubacteriales|Clostridiaceae|Mordavella|Mordavella_massiliensis	0.0006785999876639915	0	0.0006785999876639915
Species	1852363	Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriales_unclassified|Eubacteriales_unclassified|Clostridiales_bacterium_Marseille_P2846	0.0010093000479626131	0	0.0010093000479626131
Species	544644	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Odoribacteraceae|Butyricimonas|Butyricimonas_synergistica	6.179999932850118e-05	0	6.179999932850118e-05
Species	2913616	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|sp. E13-17	0	0.0001935706470899988	-0.0001935706470899988
Species	1720313	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Bittarella|Bittarella_massiliensis	3.799999837078631e-05	0	3.799999837078631e-05
Species	508460	Bacteria|Synergistetes|Synergistia|Synergistales|Synergistaceae|Cloacibacillus|Cloacibacillus_evryensis	0.00014870000098310586	0	0.00014870000098310586
Species	2708053	Bacteria|Bacillota|Clostridia|Eubacteriales|Peptostreptococcaceae|Romboutsia|sp. 13368	0	0.00022845079592104166	-0.00022845079592104166
Species	1535	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Oscillospiraceae_unclassified|Clostridium_leptum	0.0002038999977844885	0	0.0002038999977844885
Species	2763673	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Yanshouia|Yanshouia_hominis	6.149999933176089e-05	0	6.149999933176089e-05
Species	2487072	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Weeksellaceae|Epilithonimonas|vandammei	0	1.3617422008674147e-05	-1.3617422008674147e-05
Species	2292006	Bacteria|Firmicutes|Clostridia|Eubacteriales|Clostridiaceae|Clostridium|Clostridium_sp_AF32_12BH	1.3899999534534773e-05	0	1.3899999534534773e-05
Species	2086583	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Pseudoruminococcus|Pseudoruminococcus_massiliensis	0.006619399928075739	0	0.006619399928075739
Species	1903261	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Mailhella|Mailhella_massiliensis	8.80000014996077e-06	0	8.80000014996077e-06
Species	1354	Bacteria|Firmicutes|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus_hirae	5.120000232818628e-05	0	5.120000232818628e-05
Species	2014528	Bacteria|Actinobacteria|Actinomycetia|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium_dentalis	0.00826510056841383	0	0.00826510056841383
Species	1906742	Bacteria|Actinomycetota|Actinomycetes|Micrococcales|Microbacteriaceae|Microbacterium|sp. BH-3-3-3	0	5.0687070810064874e-06	-5.0687070810064874e-06
Species	2763645	Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriales_Family_XIII_Incertae_Sedis|Lentihominibacter|Lentihominibacter_hominis	0.00013529999654889792	0	0.00013529999654889792
Species	33007	Bacteria|Actinobacteria|Actinomycetia|Actinomycetales|Actinomycetaceae|Winkia|Winkia_neuii	1.9000000397463254e-06	0	1.9000000397463254e-06
Species	84026	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Oscillospiraceae_unclassified|Clostridium_methylpentosum	5.1000000337178205e-06	0	5.1000000337178205e-06
Species	253257	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Lacrimispora|Lacrimispora_amygdalina	0.0002677999970901718	0	0.0002677999970901718
Species	208224	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Enterobacter|Enterobacter_kobei	5.5700002500050716e-05	0	5.5700002500050716e-05
Species	2913621	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|sp. E9-3	0	0.0003602296996753963	-0.0003602296996753963
Species	80878	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Comamonadaceae|Acidovorax|temperans	0	1.2723456394419182e-06	-1.2723456394419182e-06
Species	1254	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Pediococcus|Pediococcus_acidilactici	0.00017400000869719154	0	0.00017400000869719154
Species	944160	Eukaryota|Eukaryota_unclassified|Bigyra|Opalinata|Blastocystidae|Blastocystis|Blastocystis_sp_subtype_2	0.00028039998738032585	0	0.00028039998738032585
Species	1246	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Leuconostoc|Leuconostoc_lactis	8.819999588334764e-05	0	8.819999588334764e-05
Species	2702	Bacteria|Actinobacteria|Actinomycetia|Bifidobacteriales|Bifidobacteriaceae|Gardnerella|Gardnerella_vaginalis	7.309999686590734e-05	0	7.309999686590734e-05
Species	1653435	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Merdimonas|Merdimonas_faecis	0.00047439998646120886	0	0.00047439998646120886
Species	2292205	Bacteria|Firmicutes|Clostridia|Eubacteriales|Clostridiaceae|Clostridium|Clostridium_sp_AF20_17LB	0.00031379999659035063	0	0.00031379999659035063
Species	936548	Bacteria|Actinobacteria|Actinomycetia|Actinomycetales|Actinomycetaceae|Actinomyces|Actinomyces_sp_ICM47	1.3999999399763374e-06	0	1.3999999399763374e-06
Species	2292991	Bacteria|Bacillota|Erysipelotrichia|Erysipelotrichales|Coprobacillaceae|Catenibacterium|Catenibacterium_tridentinum	0.0001360000061042531	0	0.0001360000061042531
Species	261299	Bacteria|Firmicutes|Clostridia|Eubacteriales|Peptostreptococcaceae|Intestinibacter|Intestinibacter_bartlettii	7.049999923396978e-05	0	7.049999923396978e-05
Species	1689270	Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriales_unclassified|Intestinimonas|Intestinimonas_timonensis	0.0013125000589105306	0	0.0013125000589105306
Species	671231	Bacteria|Candidatus_Saccharibacteria|Candidatus_Saccharibacteria_unclassified|Candidatus_Saccharibacteria_unclassified|Candidatus_Saccharibacteria_unclassified|Candidatus_Saccharibacteria_unclassified|TM7_phylum_sp_oral_taxon_348	2.2500000470680164e-05	0	2.2500000470680164e-05
Species	712411	Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales|Atopobiaceae|Olsenella|Olsenella_sp_oral_taxon_807	4.5100002812626256e-05	0	4.5100002812626256e-05
Species	884684	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Mageeibacillus|Mageeibacillus_indolicus	4.740000107407615e-05	0	4.740000107407615e-05
Species	46125	Bacteria|Firmicutes|Bacilli|Lactobacillales|Aerococcaceae|Abiotrophia|Abiotrophia_defectiva	1.5799999712777875e-05	0	1.5799999712777875e-05
Species	1852371	Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Raoultibacter|Raoultibacter_massiliensis	7.630000050444504e-05	0	7.630000050444504e-05
Species	548	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella|Klebsiella_aerogenes	6.129999742955233e-05	0	6.129999742955233e-05
Species	33008	Bacteria|Actinomycetota|Actinomycetes|Mycobacteriales|Nocardiaceae|Rhodococcus|globerulus	0	3.7340578548838905e-06	-3.7340578548838905e-06
Species	214856	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes|Alistipes_finegoldii	0.0018415999799897696	0.0006330605223611388	0.001208539457628631
Species	2787103	Bacteria|Firmicutes|Clostridia|Eubacteriales|Clostridiaceae|Clostridium|Clostridium_sp_1001270J_160509_D11	0.00012910000179652245	0	0.00012910000179652245
Species	45634	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus_cristatus	2.8700000600378708e-05	0	2.8700000600378708e-05
Species	105219	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Ralstonia|mannitolilytica	0	2.6089217011836935e-06	-2.6089217011836935e-06
Species	626929	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides_clarus	0.0002949999953466819	0	0.0002949999953466819
Species	214851	Bacteria|Bacillota|Clostridia|Eubacteriales|Oscillospiraceae|Subdoligranulum|variabile	0	0.0006189099579166751	-0.0006189099579166751
Species	1795	Bacteria|Actinomycetota|Actinomycetes|Mycobacteriales|Mycobacteriaceae|Mycolicibacterium|neoaurum	0	1.2633941530269903e-05	-1.2633941530269903e-05
Species	2851567	Bacteria|Actinomycetota|Actinomycetes|Geodermatophilales|Geodermatophilaceae|Modestobacter|sp. L9-4	0	4.886445437564472e-06	-4.886445437564472e-06
Species	1720300	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Mediterraneibacter|Mediterraneibacter_massiliensis	1.0999999686073562e-05	0	1.0999999686073562e-05
Species	649756	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Anaerostipes|Anaerostipes_hadrus	0.002919799968274397	0.007569304232626659	-0.004649504264352262
Species	3028070	Bacteria|Bacillota|Clostridia|Eubacteriales|Lachnospiraceae|Claveliimonas|bilis	0	0.00024756398316667005	-0.00024756398316667005
Species	2726201	Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales|Atopobiaceae|Olsenella|Olsenella_sp_KGMB02461	1.0299999439718268e-05	0	1.0299999439718268e-05
Species	82135	Bacteria|Actinobacteria|Actinomycetia|Actinomycetales|Actinomycetaceae|Fannyhessea|Fannyhessea_vaginae	5.1700001171513444e-05	0	5.1700001171513444e-05
Species	39491	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Lachnospiraceae_unclassified|Eubacterium_rectale	0.07932869913804	0.03873281723757672	0.04059588190046328
Species	1841868	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Provencibacterium|Provencibacterium_massiliense	9.999999891343234e-07	0	9.999999891343234e-07
